2005 05 05;2.0749;5.0652;2.6667
2005 05 06;2.0826;5.0726;2.6639
2005 05 07;2.0826;5.0726;2.6639
2005 05 08;2.0826;5.0726;2.6639
2005 05 09;2.0797;5.0675;2.6681
2005 05 10;2.0859;5.0857;2.6972
2005 05 11;2.0803;5.0515;2.6900
2005 05 12;2.0814;5.0521;2.6793
2005 05 13;2.0874;5.0533;2.7069
2005 05 14;2.0874;5.0533;2.7069
2005 05 15;2.0874;5.0533;2.7069
2005 05 16;2.0843;5.0731;2.7230
2005 05 17;2.0713;5.0533;2.7411
2005 05 18;2.0673;5.0200;2.7346
2005 05 19;2.0687;5.0158;2.7351
2005 05 20;2.0672;5.0102;2.7227
2005 05 21;2.0672;5.0102;2.7227
2005 05 22;2.0672;5.0102;2.7227
2005 05 23;2.0745;5.0168;2.7331
2005 05 24;2.0815;5.0278;2.7540
2005 05 25;2.0886;5.0196;2.7411
2005 05 26;2.0867;5.0185;2.7437
2005 05 27;2.0942;5.0144;2.7494
2005 05 28;2.0942;5.0144;2.7494
2005 05 29;2.0942;5.0144;2.7494
2005 05 30;2.0948;5.0244;2.7563
2005 05 31;2.1003;5.0277;2.7566
2005 06 01;2.1095;5.0639;2.7898
2005 06 02;2.1177;5.1026;2.8021
2005 06 03;2.1217;5.1209;2.8217
2005 06 04;2.1217;5.1209;2.8217
2005 06 05;2.1217;5.1209;2.8217
2005 06 06;2.1275;5.1142;2.8155
2005 06 07;2.1398;5.1193;2.8153
2005 06 08;2.1559;5.1388;2.8090
2005 06 09;2.1565;5.1477;2.8010
2005 06 10;2.1676;5.1560;2.8265
2005 06 11;2.1676;5.1560;2.8265
2005 06 12;2.1676;5.1560;2.8265
2005 06 13;2.1624;5.1418;2.8250
2005 06 14;2.1780;5.1690;2.8544
2005 06 15;2.1755;5.1440;2.8431
2005 06 16;2.1903;5.1828;2.8652
2005 06 17;2.1916;5.2015;2.8583
2005 06 18;2.1916;5.2015;2.8583
2005 06 19;2.1916;5.2015;2.8583
2005 06 20;2.2044;5.1917;2.8496
2005 06 21;2.1951;5.1567;2.8229
2005 06 22;2.2034;5.1833;2.8438
2005 06 23;2.2054;5.1861;2.8324
2005 06 24;2.2054;5.1861;2.8324
2005 06 25;2.2054;5.1861;2.8324
2005 06 26;2.2054;5.1861;2.8324
2005 06 27;2.2111;5.1875;2.8499
2005 06 28;2.1837;5.1842;2.8385
2005 06 29;2.1831;5.1902;2.8468
2005 06 30;2.1866;5.2057;2.8679
2005 07 01;2.1821;5.1675;2.8562
2005 07 02;2.1821;5.1675;2.8562
2005 07 03;2.1821;5.1675;2.8562
2005 07 04;2.1718;5.1135;2.8690
2005 07 05;2.1725;5.0919;2.8919
2005 07 06;2.1725;5.0919;2.8919
2005 07 07;2.1635;5.0974;2.9069
2005 07 08;2.1437;5.0706;2.8946
2005 07 09;2.1437;5.0706;2.8946
2005 07 10;2.1437;5.0706;2.8946
2005 07 11;2.1387;5.0448;2.8980
2005 07 12;2.1364;5.0041;2.8721
2005 07 13;2.1332;5.0104;2.8382
2005 07 14;2.1349;5.0184;2.8302
2005 07 15;2.1519;5.0383;2.8583
2005 07 16;2.1519;5.0383;2.8583
2005 07 17;2.1519;5.0383;2.8583
2005 07 18;2.1432;5.0142;2.8452
2005 07 19;2.1455;5.0097;2.8601
2005 07 20;2.1604;5.0067;2.8769
2005 07 21;2.1508;4.9692;2.8622
2005 07 22;2.1562;4.9534;2.8373
2005 07 23;2.1562;4.9534;2.8373
2005 07 24;2.1562;4.9534;2.8373
2005 07 25;2.1717;4.9758;2.8356
2005 07 26;2.1840;4.9742;2.8665
2005 07 27;2.1811;4.9938;2.8667
2005 07 28;2.1711;4.9982;2.8789
2005 07 29;2.1630;4.9904;2.8636
2005 07 30;2.1630;4.9904;2.8636
2005 07 31;2.1630;4.9904;2.8636
2005 08 01;2.1688;4.9962;2.8479
2005 08 02;2.1508;4.9939;2.8338
2005 08 03;2.1638;5.0074;2.8296
2005 08 04;2.1641;5.0051;2.8291
2005 08 05;2.1597;4.9758;2.7984
2005 08 06;2.1597;4.9758;2.7984
2005 08 07;2.1597;4.9758;2.7984
2005 08 08;2.1499;4.9596;2.7896
2005 08 09;2.1410;4.9706;2.7993
2005 08 10;2.1324;4.9818;2.7849
2005 08 11;2.1290;4.9948;2.7869
2005 08 12;2.1430;5.0077;2.7826
2005 08 13;2.1430;5.0077;2.7826
2005 08 14;2.1430;5.0077;2.7826
2005 08 15;2.1430;5.0077;2.7826
2005 08 16;2.1418;5.0192;2.7678
2005 08 17;2.1474;5.0571;2.7935
2005 08 18;2.1416;5.0628;2.8089
2005 08 19;2.1395;5.0786;2.8148
2005 08 20;2.1395;5.0786;2.8148
2005 08 21;2.1395;5.0786;2.8148
2005 08 22;2.1348;5.0851;2.8390
2005 08 23;2.1380;5.1005;2.8340
2005 08 24;2.1353;5.0787;2.8224
2005 08 25;2.1327;5.0874;2.8370
2005 08 26;2.1338;5.0685;2.8043
2005 08 27;2.1338;5.0685;2.8043
2005 08 28;2.1338;5.0685;2.8043
2005 08 29;2.1268;5.0593;2.8040
2005 08 30;2.1167;5.0587;2.7973
2005 08 31;2.1186;5.0661;2.8250
2005 09 01;2.1105;5.0392;2.8251
2005 09 02;2.1129;5.0440;2.7987
2005 09 03;2.1129;5.0440;2.7987
2005 09 04;2.1129;5.0440;2.7987
2005 09 05;2.1095;5.0652;2.7588
2005 09 06;2.1134;5.0828;2.7518
2005 09 07;2.1217;5.0911;2.7679
2005 09 08;2.1214;5.0821;2.7568
2005 09 09;2.1366;5.0999;2.7741
2005 09 10;2.1366;5.0999;2.7741
2005 09 11;2.1366;5.0999;2.7741
2005 09 12;2.1464;5.1101;2.7812
2005 09 13;2.1606;5.1276;2.8002
2005 09 14;2.1622;5.1113;2.8100
2005 09 15;2.1646;5.1322;2.8128
2005 09 16;2.1727;5.1357;2.8289
2005 09 17;2.1727;5.1357;2.8289
2005 09 18;2.1727;5.1357;2.8289
2005 09 19;2.1617;5.0898;2.8096
2005 09 20;2.1745;5.1237;2.8511
2005 09 21;2.1840;5.1268;2.8402
2005 09 22;2.1782;5.1160;2.8294
2005 09 23;2.1751;5.1095;2.8250
2005 09 24;2.1751;5.1095;2.8250
2005 09 25;2.1751;5.1095;2.8250
2005 09 26;2.1614;5.0897;2.8480
2005 09 27;2.1756;5.0857;2.8710
2005 09 28;2.1684;5.0819;2.8763
2005 09 29;2.1767;5.0796;2.8686
2005 09 30;2.1765;5.0592;2.8617
2005 10 01;2.1765;5.0592;2.8617
2005 10 02;2.1765;5.0592;2.8617
2005 10 03;2.1838;5.0515;2.8717
2005 10 04;2.1943;5.0712;2.8859
2005 10 05;2.2093;5.0882;2.8970
2005 10 06;2.1965;5.0958;2.8890
2005 10 07;2.1741;5.0745;2.8614
2005 10 08;2.1741;5.0745;2.8614
2005 10 09;2.1741;5.0745;2.8614
2005 10 10;2.1550;5.0274;2.8367
2005 10 11;2.1610;5.0107;2.8458
2005 10 12;2.1748;5.0205;2.8719
2005 10 13;2.1683;5.0255;2.8865
2005 10 14;2.1627;5.0298;2.8777
2005 10 15;2.1627;5.0298;2.8777
2005 10 16;2.1627;5.0298;2.8777
2005 10 17;2.1578;5.0463;2.8724
2005 10 18;2.1525;5.0495;2.8563
2005 10 19;2.1530;5.0425;2.8799
2005 10 20;2.1658;5.0680;2.9048
2005 10 21;2.1636;5.0806;2.8803
2005 10 22;2.1636;5.0806;2.8803
2005 10 23;2.1636;5.0806;2.8803
2005 10 24;2.1561;5.0924;2.8681
2005 10 25;2.1644;5.1113;2.8894
2005 10 26;2.1683;5.1025;2.8897
2005 10 27;2.1599;5.0892;2.8541
2005 10 28;2.1606;5.0887;2.8513
2005 10 29;2.1491;5.0689;2.8422
2005 10 30;2.1491;5.0689;2.8422
2005 10 31;2.1491;5.0689;2.8422
2005 11 01;2.1491;5.0689;2.8422
2005 11 02;2.1491;5.0689;2.8422
2005 11 03;2.1312;5.0674;2.8693
2005 11 04;2.1246;5.0821;2.8635
2005 11 05;2.1246;5.0821;2.8635
2005 11 06;2.1246;5.0821;2.8635
2005 11 07;2.1381;5.1125;2.8930
2005 11 08;2.1445;5.1135;2.9282
2005 11 09;2.1504;5.1115;2.9447
2005 11 10;2.1557;5.1131;2.9339
2005 11 11;2.1491;5.1150;2.9333
2005 11 12;2.1491;5.1150;2.9333
2005 11 13;2.1491;5.1150;2.9333
2005 11 14;2.1606;5.1415;2.9505
2005 11 15;2.1537;5.1267;2.9391
2005 11 16;2.1518;5.1306;2.9507
2005 11 17;2.1541;5.1135;2.9482
2005 11 18;2.1626;5.0876;2.9619
2005 11 19;2.1626;5.0876;2.9619
2005 11 20;2.1626;5.0876;2.9619
2005 11 21;2.1555;5.0537;2.9471
2005 11 22;2.1509;5.0354;2.9316
2005 11 23;2.1608;5.0556;2.9447
2005 11 24;2.1553;5.0323;2.9181
2005 11 25;2.1564;5.0378;2.9230
2005 11 26;2.1564;5.0378;2.9230
2005 11 27;2.1564;5.0378;2.9230
2005 11 28;2.1596;5.0489;2.9372
2005 11 29;2.1656;5.0426;2.9543
2005 11 30;2.1608;5.0346;2.9176
2005 12 01;2.1617;5.0403;2.9280
2005 12 02;2.1681;5.0743;2.9313
2005 12 03;2.1681;5.0743;2.9313
2005 12 04;2.1681;5.0743;2.9313
2005 12 05;2.1900;5.0956;2.9470
2005 12 06;2.2065;5.1075;2.9524
2005 12 07;2.2027;5.1029;2.9300
2005 12 08;2.1931;5.0964;2.9377
2005 12 09;2.1976;5.1021;2.9402
2005 12 10;2.1976;5.1021;2.9402
2005 12 11;2.1976;5.1021;2.9402
2005 12 12;2.1955;5.1206;2.9285
2005 12 13;2.1952;5.1348;2.9183
2005 12 14;2.1832;5.1295;2.8878
2005 12 15;2.1712;5.1025;2.8741
2005 12 16;2.1588;5.0894;2.8742
2005 12 17;2.1588;5.0894;2.8742
2005 12 18;2.1588;5.0894;2.8742
2005 12 19;2.1502;5.0905;2.8813
2005 12 20;2.1435;5.0838;2.8735
2005 12 21;2.1331;5.0742;2.8817
2005 12 22;2.1369;5.1027;2.9032
2005 12 23;2.1365;5.0846;2.9181
2005 12 24;2.1365;5.0846;2.9181
2005 12 25;2.1365;5.0846;2.9181
2005 12 26;2.1365;5.0846;2.9181
2005 12 27;2.1365;5.0846;2.9181
2005 12 28;2.1266;5.0562;2.9071
2005 12 29;2.1159;5.0396;2.8959
2005 12 30;2.1266;5.0141;2.9102
2005 12 31;2.1266;5.0141;2.9102
2006 01 01;2.1266;5.0141;2.9102
2006 01 02;2.1266;5.0141;2.9102
2006 01 03;2.1351;5.0257;2.9107
2006 01 04;2.1396;5.0221;2.9035
2006 01 05;2.1263;5.0122;2.8660
2006 01 06;2.1318;5.0105;2.8551
2006 01 07;2.1318;5.0105;2.8551
2006 01 08;2.1318;5.0105;2.8551
2006 01 09;2.1280;5.0057;2.8551
2006 01 10;2.1450;5.0461;2.8521
2006 01 11;2.1444;5.0540;2.8634
2006 01 12;2.1466;5.0427;2.8631
2006 01 13;2.1459;5.0231;2.8429
2006 01 14;2.1459;5.0231;2.8429
2006 01 15;2.1459;5.0231;2.8429
2006 01 16;2.1511;5.0560;2.8603
2006 01 17;2.1464;5.0480;2.8415
2006 01 18;2.1488;5.0327;2.8452
2006 01 19;2.1341;5.0307;2.8483
2006 01 20;2.1300;5.0210;2.8570
2006 01 21;2.1300;5.0210;2.8570
2006 01 22;2.1300;5.0210;2.8570
2006 01 23;2.1408;5.0212;2.8586
2006 01 24;2.1255;5.0143;2.8203
2006 01 25;2.1103;5.0150;2.8100
2006 01 26;2.1159;5.0172;2.8133
2006 01 27;2.1242;5.0306;2.8151
2006 01 28;2.1242;5.0306;2.8151
2006 01 29;2.1242;5.0306;2.8151
2006 01 30;2.1273;5.0342;2.8287
2006 01 31;2.1422;5.0391;2.8520
2006 02 01;2.1429;5.0515;2.8513
2006 02 02;2.1523;5.0604;2.8443
2006 02 03;2.1557;5.0797;2.8630
2006 02 04;2.1557;5.0797;2.8630
2006 02 05;2.1557;5.0797;2.8630
2006 02 06;2.1535;5.0831;2.8593
2006 02 07;2.1499;5.0555;2.8784
2006 02 08;2.1424;5.0413;2.8819
2006 02 09;2.1299;5.0305;2.8843
2006 02 10;2.1352;5.0237;2.8837
2006 02 11;2.1345;5.0322;2.8829
2006 02 12;2.1345;5.0322;2.8829
2006 02 13;2.1345;5.0322;2.8829
2006 02 14;2.1377;5.0541;2.9011
2006 02 15;2.1369;5.0519;2.8985
2006 02 16;2.1369;5.0519;2.8985
2006 02 17;2.1369;5.0519;2.8985
2006 02 18;2.1369;5.0519;2.8985
2006 02 19;2.1369;5.0519;2.8985
2006 02 20;2.1496;5.0273;2.8980
2006 02 21;2.1395;5.0387;2.8890
2006 02 22;2.1407;5.0512;2.8981
2006 02 23;2.1388;5.0576;2.8991
2006 02 24;2.1355;5.0634;2.9011
2006 02 25;2.1355;5.0634;2.9011
2006 02 26;2.1355;5.0634;2.9011
2006 02 27;2.1442;5.0790;2.8977
2006 02 28;2.1524;5.0711;2.9117
2006 03 01;2.1512;5.0662;2.9139
2006 03 02;2.1475;5.0733;2.8926
2006 03 03;2.1585;5.0656;2.8929
2006 03 04;2.1585;5.0656;2.8929
2006 03 05;2.1585;5.0656;2.8929
2006 03 06;2.1420;5.0302;2.8718
2006 03 07;2.1320;5.0358;2.8608
2006 03 08;2.1310;5.0374;2.8885
2006 03 09;2.1313;5.0446;2.8971
2006 03 10;2.1276;5.0226;2.8909
2006 03 11;2.1276;5.0226;2.8909
2006 03 12;2.1276;5.0226;2.8909
2006 03 13;2.1276;5.0226;2.8909
2006 03 14;2.1331;5.0324;2.8970
2006 03 15;2.1171;5.0027;2.8847
2006 03 16;2.1212;5.0098;2.8705
2006 03 17;2.1102;5.0035;2.8629
2006 03 18;2.1102;5.0035;2.8629
2006 03 19;2.1102;5.0035;2.8629
2006 03 20;2.0810;4.9783;2.8373
2006 03 21;2.0448;4.9809;2.8332
2006 03 22;2.0449;4.9826;2.8445
2006 03 23;2.0463;4.9985;2.8565
2006 03 24;2.0546;4.9882;2.8616
2006 03 25;2.0546;4.9882;2.8616
2006 03 26;2.0546;4.9882;2.8616
2006 03 27;2.0437;4.9970;2.8856
2006 03 28;2.0255;5.0071;2.8680
2006 03 29;2.0420;5.0199;2.8734
2006 03 30;2.0199;5.0097;2.8743
2006 03 31;2.0308;4.9772;2.8641
2006 04 01;2.0308;4.9772;2.8641
2006 04 02;2.0308;4.9772;2.8641
2006 04 03;2.0367;4.9573;2.8452
2006 04 04;2.0459;4.9491;2.8662
2006 04 05;2.0461;4.9864;2.8662
2006 04 06;2.0360;4.9483;2.8128
2006 04 07;2.0476;4.9230;2.8096
2006 04 08;2.0476;4.9230;2.8096
2006 04 09;2.0476;4.9230;2.8096
2006 04 10;2.0738;4.9576;2.8328
2006 04 11;2.0750;4.9724;2.8499
2006 04 12;2.0846;4.9641;2.8477
2006 04 13;2.0828;4.9751;2.8423
2006 04 14;2.0810;4.9990;2.8497
2006 04 15;2.0810;4.9990;2.8497
2006 04 16;2.0810;4.9990;2.8497
2006 04 17;2.0810;4.9990;2.8497
2006 04 18;2.0810;4.9990;2.8497
2006 04 19;2.0753;4.9965;2.8513
2006 04 20;2.0762;4.9816;2.7941
2006 04 21;2.0823;5.0006;2.7984
2006 04 22;2.0823;5.0006;2.7984
2006 04 23;2.0823;5.0006;2.7984
2006 04 24;2.0736;4.9972;2.8093
2006 04 25;2.0824;4.9868;2.7879
2006 04 26;2.0785;4.9817;2.7890
2006 04 27;2.0722;4.9640;2.7799
2006 04 28;2.0867;4.9511;2.7728
2006 04 29;2.0867;4.9511;2.7728
2006 04 30;2.0867;4.9511;2.7728
